GEO_ID,STATE,NAME,Avg Income,State Avg Tax Rate,Local Tax Rate
0500000US01113,Alabama,"Russell County, Alabama",58213,4.91%,4.863
0500000US01115,Alabama,"St. Clair County, Alabama",87306,4.91%,4.831
0500000US01117,Alabama,"Shelby County, Alabama",211261,4.91%,4.927
0500000US01119,Alabama,"Sumter County, Alabama",12985,4.91%,4.834
0500000US01121,Alabama,"Talladega County, Alabama",80565,4.91%,5.023
0500000US01123,Alabama,"Tallapoosa County, Alabama",40636,4.91%,4.984
0500000US01125,Alabama,"Tuscaloosa County, Alabama",206213,4.91%,4.814
0500000US01127,Alabama,"Walker County, Alabama",64493,4.91%,4.765
0500000US01129,Alabama,"Washington County, Alabama",16643,4.91%,4.804
0500000US01131,Alabama,"Wilcox County, Alabama",10809,4.91%,4.618
0500000US01133,Alabama,"Winston County, Alabama",23875,4.91%,5.03
0500000US02013,Alaska,"Aleutians East Borough, Alaska",3425,1.76%,1.771
0500000US02016,Alaska,"Aleutians West Census Area, Alaska",5750,1.76%,1.691
0500000US02020,Alaska,"Anchorage Municipality, Alaska",296112,1.76%,1.82
0500000US02050,Alaska,"Bethel Census Area, Alaska",18040,1.76%,1.753
0500000US02070,Alaska,"Dillingham Census Area, Alaska",4975,1.76%,1.72
0500000US02090,Alaska,"Fairbanks North Star Borough, Alaska",99653,1.76%,1.708
0500000US02100,Alaska,"Haines Borough, Alaska",2518,1.76%,1.8
0500000US02105,Alaska,"Hoonah-Angoon Census Area, Alaska",2132,1.76%,1.655
0500000US02110,Alaska,"Juneau City and Borough, Alaska",32330,1.76%,1.742
0500000US02122,Alaska,"Kenai Peninsula Borough, Alaska",58220,1.76%,1.795
0500000US02130,Alaska,"Ketchikan Gateway Borough, Alaska",13804,1.76%,1.881
0500000US02150,Alaska,"Kodiak Island Borough, Alaska",13649,1.76%,1.796
0500000US02158,Alaska,"Kusilvak Census Area, Alaska",8198,1.76%,1.687
0500000US02170,Alaska,"Matanuska-Susitna Borough, Alaska",103464,1.76%,1.758
0500000US02180,Alaska,"Nome Census Area, Alaska",9925,1.76%,1.752
0500000US02185,Alaska,"North Slope Borough, Alaska",9797,1.76%,1.911
0500000US02188,Alaska,"Northwest Arctic Borough, Alaska",7734,1.76%,1.671
0500000US02195,Alaska,"Petersburg Borough, Alaska",3255,1.76%,1.726
0500000US02198,Alaska,"Prince of Wales-Hyder Census Area, Alaska",6474,1.76%,1.788
0500000US02220,Alaska,"Sitka City and Borough, Alaska",8738,1.76%,1.845
0500000US02240,Alaska,"Southeast Fairbanks Census Area, Alaska",6876,1.76%,1.793
0500000US02261,Alaska,"Valdez-Cordova Census Area, Alaska",9301,1.76%,1.915
0500000US02275,Alaska,"Wrangell City and Borough, Alaska",2484,1.76%,1.673
0500000US02290,Alaska,"Yukon-Koyukuk Census Area, Alaska",5415,1.76%,1.847
0500000US02230,Alaska,"Skagway Municipality, Alaska",1061,1.76%,1.725
0500000US02068,Alaska,"Denali Borough, Alaska",2232,1.76%,1.682
0500000US02282,Alaska,"Yakutat City and Borough, Alaska",689,1.76%,1.776
0500000US02060,Alaska,"Bristol Bay Borough, Alaska",890,1.76%,1.671
0500000US02164,Alaska,"Lake and Peninsula Borough, Alaska",1375,1.76%,1.687
0500000US04001,Arizona,"Apache County, Arizona",71522,2.57%,2.71
0500000US04003,Arizona,"Cochise County, Arizona",126279,2.57%,2.447
0500000US04005,Arizona,"Coconino County, Arizona",140217,2.57%,2.538
0500000US04007,Arizona,"Gila County, Arizona",53400,2.57%,2.655
0500000US04009,Arizona,"Graham County, Arizona",37879,2.57%,2.493
0500000US04011,Arizona,"Greenlee County, Arizona",9504,2.57%,2.494
0500000US04012,Arizona,"La Paz County, Arizona",20701,2.57%,2.528
0500000US04013,Arizona,"Maricopa County, Arizona",4253913,2.57%,2.61
0500000US04015,Arizona,"Mohave County, Arizona",206064,2.57%,2.596
0500000US04017,Arizona,"Navajo County, Arizona",108705,2.57%,2.621
0500000US04019,Arizona,"Pima County, Arizona",1019722,2.57%,2.488
0500000US04021,Arizona,"Pinal County, Arizona",419721,2.57%,2.681
0500000US04023,Arizona,"Santa Cruz County, Arizona",46584,2.57%,2.565
0500000US04025,Arizona,"Yavapai County, Arizona",224645,2.57%,2.567
0500000US04027,Arizona,"Yuma County, Arizona",207829,2.57%,2.558
0500000US05001,Arkansas,"Arkansas County, Arkansas",18124,2.76%,2.778
0500000US05003,Arkansas,"Ashley County, Arkansas",20537,2.76%,2.55
0500000US05005,Arkansas,"Baxter County, Arkansas",41219,2.76%,2.781
0500000US05007,Arkansas,"Benton County, Arkansas",258980,2.76%,2.749
0500000US05009,Arkansas,"Boone County, Arkansas",37288,2.76%,2.619
0500000US05011,Arkansas,"Bradley County, Arkansas",10948,2.76%,2.679
0500000US05013,Arkansas,"Calhoun County, Arkansas",5202,2.76%,2.794
0500000US05015,Arkansas,"Carroll County, Arkansas",27887,2.76%,2.596
0500000US05017,Arkansas,"Chicot County, Arkansas",10826,2.76%,2.764
0500000US05019,Arkansas,"Clark County, Arkansas",22385,2.76%,2.891
0500000US05021,Arkansas,"Clay County, Arkansas",15061,2.76%,2.826
0500000US05023,Arkansas,"Cleburne County, Arkansas",25230,2.76%,2.846
0500000US05025,Arkansas,"Cleveland County, Arkansas",8226,2.76%,2.754
0500000US05027,Arkansas,"Columbia County, Arkansas",23892,2.76%,2.757
0500000US05029,Arkansas,"Conway County, Arkansas",20906,2.76%,2.748
0500000US05031,Arkansas,"Craighead County, Arkansas",105701,2.76%,3.055
0500000US05033,Arkansas,"Crawford County, Arkansas",62472,2.76%,2.64
0500000US05035,Arkansas,"Crittenden County, Arkansas",49013,2.76%,2.783
0500000US05037,Arkansas,"Cross County, Arkansas",16998,2.76%,2.97
0500000US05039,Arkansas,"Dallas County, Arkansas",7432,2.76%,2.949
0500000US05041,Arkansas,"Desha County, Arkansas",11887,2.76%,2.76
0500000US05043,Arkansas,"Drew County, Arkansas",18502,2.76%,2.861
0500000US05045,Arkansas,"Faulkner County, Arkansas",122416,2.76%,2.815
0500000US05047,Arkansas,"Franklin County, Arkansas",17780,2.76%,2.81
0500000US05049,Arkansas,"Fulton County, Arkansas",12139,2.76%,2.757
0500000US05051,Arkansas,"Garland County, Arkansas",98296,2.76%,2.681
0500000US05053,Arkansas,"Grant County, Arkansas",18086,2.76%,2.681
0500000US05055,Arkansas,"Greene County, Arkansas",44623,2.76%,2.639
0500000US05057,Arkansas,"Hempstead County, Arkansas",22018,2.76%,2.645
0500000US05059,Arkansas,"Hot Spring County, Arkansas",33520,2.76%,2.861
0500000US05061,Arkansas,"Howard County, Arkansas",13389,2.76%,2.8
0500000US05063,Arkansas,"Independence County, Arkansas",37264,2.76%,2.679
0500000US05065,Arkansas,"Izard County, Arkansas",13559,2.76%,2.887
0500000US05067,Arkansas,"Jackson County, Arkansas",17225,2.76%,2.774
0500000US05069,Arkansas,"Jefferson County, Arkansas",70424,2.76%,2.651
0500000US05071,Arkansas,"Johnson County, Arkansas",26291,2.76%,2.79
0500000US05073,Arkansas,"Lafayette County, Arkansas",6915,2.76%,2.622
0500000US05075,Arkansas,"Lawrence County, Arkansas",16669,2.76%,2.832
0500000US05077,Arkansas,"Lee County, Arkansas",9398,2.76%,2.665
0500000US05079,Arkansas,"Lincoln County, Arkansas",13695,2.76%,2.8
0500000US05081,Arkansas,"Little River County, Arkansas",12417,2.76%,2.521
0500000US05083,Arkansas,"Logan County, Arkansas",21757,2.76%,2.939
0500000US05085,Arkansas,"Lonoke County, Arkansas",72206,2.76%,2.683
0500000US05087,Arkansas,"Madison County, Arkansas",16076,2.76%,2.741
0500000US05089,Arkansas,"Marion County, Arkansas",16438,2.76%,2.782
0500000US05091,Arkansas,"Miller County, Arkansas",43759,2.76%,2.625
0500000US05093,Arkansas,"Mississippi County, Arkansas",42831,2.76%,2.636
0500000US05095,Arkansas,"Monroe County, Arkansas",7249,2.76%,2.766
0500000US05097,Arkansas,"Montgomery County, Arkansas",8993,2.76%,2.785
0500000US05099,Arkansas,"Nevada County, Arkansas",8440,2.76%,2.909
0500000US05101,Arkansas,"Newton County, Arkansas",7848,2.76%,2.837
0500000US05103,Arkansas,"Ouachita County, Arkansas",24106,2.76%,2.738
0500000US05105,Arkansas,"Perry County, Arkansas",10322,2.76%,2.684
0500000US05107,Arkansas,"Phillips County, Arkansas",19034,2.76%,2.749
0500000US05109,Arkansas,"Pike County, Arkansas",10808,2.76%,2.876
0500000US05111,Arkansas,"Poinsett County, Arkansas",24054,2.76%,2.788
0500000US05113,Arkansas,"Polk County, Arkansas",20163,2.76%,2.745
0500000US05115,Arkansas,"Pope County, Arkansas",63644,2.76%,2.756
0500000US05117,Arkansas,"Prairie County, Arkansas",8244,2.76%,2.88
0500000US05119,Arkansas,"Pulaski County, Arkansas",393463,2.76%,2.727
0500000US05121,Arkansas,"Randolph County, Arkansas",17603,2.76%,2.695
0500000US05123,Arkansas,"St. Francis County, Arkansas",26294,2.76%,2.859
0500000US05125,Arkansas,"Saline County, Arkansas",118009,2.76%,2.68
0500000US05127,Arkansas,"Scott County, Arkansas",10442,2.76%,2.771
0500000US05129,Arkansas,"Searcy County, Arkansas",7923,2.76%,2.72
0500000US05131,Arkansas,"Sebastian County, Arkansas",127461,2.76%,2.663
0500000US05133,Arkansas,"Sevier County, Arkansas",17193,2.76%,2.766
0500000US05135,Arkansas,"Sharp County, Arkansas",17043,2.76%,2.967
0500000US05137,Arkansas,"Stone County, Arkansas",12446,2.76%,2.779
0500000US05139,Arkansas,"Union County, Arkansas",39732,2.76%,2.847
0500000US05141,Arkansas,"Van Buren County, Arkansas",16684,2.76%,2.724
0500000US05143,Arkansas,"Washington County, Arkansas",228529,2.76%,2.538
0500000US05145,Arkansas,"White County, Arkansas",78804,2.76%,2.821
0500000US05147,Arkansas,"Woodruff County, Arkansas",6660,2.76%,2.709
0500000US05149,Arkansas,"Yell County, Arkansas",21573,2.76%,2.756
0500000US06001,California,"Alameda County, California",1643700,0.94%,0.868
0500000US06005,California,"Amador County, California",37829,0.94%,0.903
0500000US06007,California,"Butte County, California",227075,0.94%,0.961
0500000US06009,California,"Calaveras County, California",45235,0.94%,0.936
0500000US06011,California,"Colusa County, California",21464,0.94%,0.919
0500000US06013,California,"Contra Costa County, California",1133247,0.94%,0.899
0500000US06015,California,"Del Norte County, California",27424,0.94%,1.007
0500000US06017,California,"El Dorado County, California",186661,0.94%,0.86
0500000US06019,California,"Fresno County, California",978130,0.94%,0.931
0500000US06021,California,"Glenn County, California",27897,0.94%,0.959
0500000US06023,California,"Humboldt County, California",135768,0.94%,0.932
0500000US06025,California,"Imperial County, California",180216,0.94%,1.013
0500000US06027,California,"Inyo County, California",18085,0.94%,0.92
0500000US06029,California,"Kern County, California",883053,0.94%,0.939
0500000US06031,California,"Kings County, California",150075,0.94%,0.983
0500000US06033,California,"Lake County, California",64148,0.94%,1.047
0500000US06035,California,"Lassen County, California",31185,0.94%,0.827
0500000US06037,California,"Los Angeles County, California",10098052,0.94%,0.929
0500000US06039,California,"Madera County, California",155013,0.94%,0.955
0500000US06041,California,"Marin County, California",260295,0.94%,0.986
0500000US06043,California,"Mariposa County, California",17540,0.94%,0.933
0500000US06045,California,"Mendocino County, California",87422,0.94%,0.981
0500000US06047,California,"Merced County, California",269075,0.94%,0.97
0500000US06049,California,"Modoc County, California",8938,0.94%,0.957
0500000US06051,California,"Mono County, California",14174,0.94%,0.921
0500000US06053,California,"Monterey County, California",433212,0.94%,0.898
0500000US06055,California,"Napa County, California",140530,0.94%,0.948
0500000US06057,California,"Nevada County, California",99092,0.94%,0.885
0500000US06059,California,"Orange County, California",3164182,0.94%,0.921
0500000US06061,California,"Placer County, California",380077,0.94%,0.942
0500000US06063,California,"Plumas County, California",18699,0.94%,0.954
0500000US06065,California,"Riverside County, California",2383286,0.94%,0.952
0500000US06067,California,"Sacramento County, California",1510023,0.94%,0.944
0500000US06069,California,"San Benito County, California",59416,0.94%,0.95
0500000US06071,California,"San Bernardino County, California",2135413,0.94%,0.92
0500000US06073,California,"San Diego County, California",3302833,0.94%,0.954
0500000US06075,California,"San Francisco County, California",870044,0.94%,0.932
0500000US06077,California,"San Joaquin County, California",732212,0.94%,0.964
0500000US06079,California,"San Luis Obispo County, California",281455,0.94%,0.868
0500000US06081,California,"San Mateo County, California",765935,0.94%,1.015
0500000US06083,California,"Santa Barbara County, California",443738,0.94%,0.878
0500000US06085,California,"Santa Clara County, California",1922200,0.94%,0.957
0500000US06087,California,"Santa Cruz County, California",273765,0.94%,0.914
0500000US06089,California,"Shasta County, California",179085,0.94%,0.933
0500000US06093,California,"Siskiyou County, California",43540,0.94%,0.948
0500000US06095,California,"Solano County, California",438530,0.94%,0.938
0500000US06097,California,"Sonoma County, California",501317,0.94%,0.917
0500000US06099,California,"Stanislaus County, California",539301,0.94%,0.914
0500000US06101,California,"Sutter County, California",95872,0.94%,0.933
0500000US06103,California,"Tehama County, California",63373,0.94%,0.983
0500000US06105,California,"Trinity County, California",12862,0.94%,1.008
0500000US06107,California,"Tulare County, California",460477,0.94%,0.87
0500000US06109,California,"Tuolumne County, California",53932,0.94%,0.94
0500000US06111,California,"Ventura County, California",848112,0.94%,0.93
0500000US06113,California,"Yolo County, California",214977,0.94%,0.979
0500000US06115,California,"Yuba County, California",75493,0.94%,1.019
0500000US06091,California,"Sierra County, California",2930,0.94%,0.939
0500000US06003,California,"Alpine County, California",1146,0.94%,0.939
0500000US08001,Colorado,"Adams County, Colorado",497115,4.54%,4.542
0500000US08003,Colorado,"Alamosa County, Colorado",16444,4.54%,4.449
0500000US08005,Colorado,"Arapahoe County, Colorado",636671,4.54%,4.678
0500000US08007,Colorado,"Archuleta County, Colorado",12908,4.54%,4.44
0500000US08009,Colorado,"Baca County, Colorado",3563,4.54%,4.438
0500000US08011,Colorado,"Bent County, Colorado",5809,4.54%,4.406
0500000US08013,Colorado,"Boulder County, Colorado",321030,4.54%,4.799
0500000US08014,Colorado,"Broomfield County, Colorado",66120,4.54%,4.467
0500000US08015,Colorado,"Chaffee County, Colorado",19164,4.54%,4.565
0500000US08019,Colorado,"Clear Creek County, Colorado",9379,4.54%,4.867
0500000US08021,Colorado,"Conejos County, Colorado",8142,4.54%,4.461
0500000US08023,Colorado,"Costilla County, Colorado",3687,4.54%,4.644
0500000US08025,Colorado,"Crowley County, Colorado",5630,4.54%,4.397
0500000US08027,Colorado,"Custer County, Colorado",4640,4.54%,4.535
0500000US08029,Colorado,"Delta County, Colorado",30346,4.54%,4.783
0500000US08031,Colorado,"Denver County, Colorado",693417,4.54%,4.713
0500000US08035,Colorado,"Douglas County, Colorado",328614,4.54%,4.545
0500000US08037,Colorado,"Eagle County, Colorado",54357,4.54%,4.579
0500000US08039,Colorado,"Elbert County, Colorado",25162,4.54%,4.59
0500000US08041,Colorado,"El Paso County, Colorado",688153,4.54%,4.76
0500000US08043,Colorado,"Fremont County, Colorado",47002,4.54%,4.467
0500000US08045,Colorado,"Garfield County, Colorado",58538,4.54%,4.737
0500000US08047,Colorado,"Gilpin County, Colorado",5924,4.54%,4.631
0500000US08049,Colorado,"Grand County, Colorado",15066,4.54%,4.647
0500000US08051,Colorado,"Gunnison County, Colorado",16537,4.54%,4.61
0500000US08055,Colorado,"Huerfano County, Colorado",6583,4.54%,4.338
0500000US08059,Colorado,"Jefferson County, Colorado",570427,4.54%,4.531
0500000US08063,Colorado,"Kit Carson County, Colorado",7635,4.54%,4.34
0500000US08065,Colorado,"Lake County, Colorado",7585,4.54%,4.352
0500000US08067,Colorado,"La Plata County, Colorado",55101,4.54%,4.706
0500000US08069,Colorado,"Larimer County, Colorado",338161,4.54%,4.606
0500000US08071,Colorado,"Las Animas County, Colorado",14179,4.54%,4.52
0500000US08073,Colorado,"Lincoln County, Colorado",5548,4.54%,4.778
0500000US08075,Colorado,"Logan County, Colorado",21689,4.54%,4.52
0500000US08077,Colorado,"Mesa County, Colorado",149998,4.54%,4.715
0500000US08081,Colorado,"Moffat County, Colorado",13060,4.54%,4.588
0500000US08083,Colorado,"Montezuma County, Colorado",25909,4.54%,4.379
0500000US08085,Colorado,"Montrose County, Colorado",41268,4.54%,4.678
0500000US08087,Colorado,"Morgan County, Colorado",28257,4.54%,4.383
0500000US08089,Colorado,"Otero County, Colorado",18325,4.54%,4.515
0500000US08091,Colorado,"Ouray County, Colorado",4722,4.54%,4.343
0500000US08093,Colorado,"Park County, Colorado",17392,4.54%,4.542
0500000US08095,Colorado,"Phillips County, Colorado",4318,4.54%,4.295
0500000US08097,Colorado,"Pitkin County, Colorado",17909,4.54%,4.556
0500000US08099,Colorado,"Prowers County, Colorado",12052,4.54%,4.576
0500000US08101,Colorado,"Pueblo County, Colorado",164685,4.54%,4.172
0500000US08103,Colorado,"Rio Blanco County, Colorado",6465,4.54%,4.554
0500000US08105,Colorado,"Rio Grande County, Colorado",11351,4.54%,4.224
0500000US08107,Colorado,"Routt County, Colorado",24874,4.54%,4.44
0500000US08109,Colorado,"Saguache County, Colorado",6468,4.54%,4.753
0500000US08113,Colorado,"San Miguel County, Colorado",7968,4.54%,4.54
0500000US08115,Colorado,"Sedgwick County, Colorado",2350,4.54%,4.504
0500000US08117,Colorado,"Summit County, Colorado",30429,4.54%,4.74
0500000US08119,Colorado,"Teller County, Colorado",24113,4.54%,4.479
0500000US08121,Colorado,"Washington County, Colorado",4840,4.54%,4.731
0500000US08123,Colorado,"Weld County, Colorado",295123,4.54%,4.776
0500000US08125,Colorado,"Yuma County, Colorado",10069,4.54%,4.406
0500000US08053,Colorado,"Hinsdale County, Colorado",878,4.54%,4.69
0500000US08057,Colorado,"Jackson County, Colorado",1296,4.54%,4.47
0500000US08017,Colorado,"Cheyenne County, Colorado",2039,4.54%,4.47
0500000US08111,Colorado,"San Juan County, Colorado",544,4.54%,4.492
0500000US08061,Colorado,"Kiowa County, Colorado",1449,4.54%,4.524
0500000US08033,Colorado,"Dolores County, Colorado",1841,4.54%,4.081
0500000US08079,Colorado,"Mineral County, Colorado",823,4.54%,4.504
0500000US09001,Connecticut,"Fairfield County, Connecticut",944348,None,None
0500000US09003,Connecticut,"Hartford County, Connecticut",894730,None,None
0500000US09005,Connecticut,"Litchfield County, Connecticut",183031,None,None
0500000US09007,Connecticut,"Middlesex County, Connecticut",163368,None,None
0500000US09009,Connecticut,"New Haven County, Connecticut",859339,None,None
0500000US09011,Connecticut,"New London County, Connecticut",268881,None,None
0500000US09013,Connecticut,"Tolland County, Connecticut",151269,None,None
0500000US09015,Connecticut,"Windham County, Connecticut",116538,None,None
0500000US10001,Delaware,"Kent County, Delaware",174822,None,None
0500000US10003,Delaware,"New Castle County, Delaware",555133,None,None
0500000US10005,Delaware,"Sussex County, Delaware",219540,None,None
0500000US11001,District of Columbia,"District of Columbia, District of Columbia",684498,None,None
0500000US12001,Florida,"Alachua County, Florida",263148,0.65%,0.654
0500000US12003,Florida,"Baker County, Florida",27785,0.65%,0.619
0500000US12005,Florida,"Bay County, Florida",182482,0.65%,0.668
0500000US12007,Florida,"Bradford County, Florida",26979,0.65%,0.647
0500000US12009,Florida,"Brevard County, Florida",576808,0.65%,0.622
0500000US12011,Florida,"Broward County, Florida",1909151,0.65%,0.663
0500000US12013,Florida,"Calhoun County, Florida",14444,0.65%,0.665
0500000US12015,Florida,"Charlotte County, Florida",176954,0.65%,0.612
0500000US12017,Florida,"Citrus County, Florida",143087,0.65%,0.706
0500000US12019,Florida,"Clay County, Florida",207291,0.65%,0.663
0500000US12021,Florida,"Collier County, Florida",363922,0.65%,0.647
0500000US12023,Florida,"Columbia County, Florida",69105,0.65%,0.672
0500000US12027,Florida,"DeSoto County, Florida",36399,0.65%,0.63
0500000US12029,Florida,"Dixie County, Florida",16437,0.65%,0.656
0500000US12031,Florida,"Duval County, Florida",924229,0.65%,0.616
0500000US12033,Florida,"Escambia County, Florida",311522,0.65%,0.665
0500000US12035,Florida,"Flagler County, Florida",107139,0.65%,0.667
0500000US12037,Florida,"Franklin County, Florida",11736,0.65%,0.656
0500000US12039,Florida,"Gadsden County, Florida",46017,0.65%,0.656
0500000US12041,Florida,"Gilchrist County, Florida",17615,0.65%,0.657
0500000US12043,Florida,"Glades County, Florida",13363,0.65%,0.645
0500000US12045,Florida,"Gulf County, Florida",16055,0.65%,0.676
0500000US12047,Florida,"Hamilton County, Florida",14269,0.65%,0.663
0500000US12049,Florida,"Hardee County, Florida",27228,0.65%,0.662
0500000US12051,Florida,"Hendry County, Florida",40127,0.65%,0.623
0500000US12053,Florida,"Hernando County, Florida",182696,0.65%,0.685
0500000US12055,Florida,"Highlands County, Florida",102101,0.65%,0.621
0500000US12057,Florida,"Hillsborough County, Florida",1378883,0.65%,0.65
0500000US12059,Florida,"Holmes County, Florida",19430,0.65%,0.646
0500000US12061,Florida,"Indian River County, Florida",150984,0.65%,0.674
0500000US12063,Florida,"Jackson County, Florida",48472,0.65%,0.645
0500000US12065,Florida,"Jefferson County, Florida",14105,0.65%,0.706
0500000US12067,Florida,"Lafayette County, Florida",8744,0.65%,0.653
0500000US12069,Florida,"Lake County, Florida",335362,0.65%,0.658
0500000US12071,Florida,"Lee County, Florida",718679,0.65%,0.613
0500000US12073,Florida,"Leon County, Florida",288102,0.65%,0.673
0500000US12075,Florida,"Levy County, Florida",39961,0.65%,0.631
0500000US12077,Florida,"Liberty County, Florida",8365,0.65%,0.667
0500000US12079,Florida,"Madison County, Florida",18474,0.65%,0.622
0500000US12081,Florida,"Manatee County, Florida",373853,0.65%,0.646
0500000US12083,Florida,"Marion County, Florida",348371,0.65%,0.591
0500000US12085,Florida,"Martin County, Florida",157581,0.65%,0.675
0500000US12086,Florida,"Miami-Dade County, Florida",2715516,0.65%,0.634
0500000US12087,Florida,"Monroe County, Florida",76325,0.65%,0.656
0500000US12089,Florida,"Nassau County, Florida",80578,0.65%,0.655
0500000US12091,Florida,"Okaloosa County, Florida",200737,0.65%,0.606
0500000US12093,Florida,"Okeechobee County, Florida",40572,0.65%,0.701
0500000US12095,Florida,"Orange County, Florida",1321194,0.65%,0.621
0500000US12097,Florida,"Osceola County, Florida",338619,0.65%,0.664
0500000US12099,Florida,"Palm Beach County, Florida",1446277,0.65%,0.663
0500000US12101,Florida,"Pasco County, Florida",510593,0.65%,0.668
0500000US12103,Florida,"Pinellas County, Florida",957875,0.65%,0.626
0500000US12105,Florida,"Polk County, Florida",668671,0.65%,0.615
0500000US12107,Florida,"Putnam County, Florida",72766,0.65%,0.646
0500000US12109,Florida,"St. Johns County, Florida",235503,0.65%,0.655
0500000US12111,Florida,"St. Lucie County, Florida",305591,0.65%,0.69
0500000US12113,Florida,"Santa Rosa County, Florida",170442,0.65%,0.644
0500000US12115,Florida,"Sarasota County, Florida",412144,0.65%,0.64
0500000US12117,Florida,"Seminole County, Florida",455086,0.65%,0.652
0500000US12119,Florida,"Sumter County, Florida",120999,0.65%,0.64
0500000US12121,Florida,"Suwannee County, Florida",43924,0.65%,0.665
0500000US12123,Florida,"Taylor County, Florida",22098,0.65%,0.66
0500000US12125,Florida,"Union County, Florida",15239,0.65%,0.637
0500000US12127,Florida,"Volusia County, Florida",527634,0.65%,0.631
0500000US12129,Florida,"Wakulla County, Florida",31877,0.65%,0.636
0500000US12131,Florida,"Walton County, Florida",65858,0.65%,0.611
0500000US12133,Florida,"Washington County, Florida",24566,0.65%,0.666
0500000US13001,Georgia,"Appling County, Georgia",18454,2.96%,2.979
0500000US13003,Georgia,"Atkinson County, Georgia",8265,2.96%,2.911
0500000US13005,Georgia,"Bacon County, Georgia",11228,2.96%,3.061
0500000US13007,Georgia,"Baker County, Georgia",3189,2.96%,2.876
